type,start_time,end_time,confidence,content,discard,PhrasalVerb
pronunciation,46m 57.94s,46m 58.28s,0.997,if,False,False
pronunciation,46m 58.29s,46m 59.12s,0.996,you,False,False
punctuation,,,0.0,",",False,False
pronunciation,46m 59.55s,46m 59.56s,0.843,i,False,False
punctuation,,,0.0,",",False,False
pronunciation,46m 59.60s,47m 0.05s,0.997,if,False,False
pronunciation,47m 0.06s,47m 0.37s,0.748,your,False,False
pronunciation,47m 0.38s,47m 1.13s,0.999,wife,False,False
pronunciation,47m 1.14s,47m 1.40s,0.999,or,False,False
pronunciation,47m 1.41s,47m 1.57s,0.998,your,False,False
pronunciation,47m 1.58s,47m 2.61s,0.999,husband,False,False
punctuation,,,0.0,",",False,False
pronunciation,47m 3.10s,47m 3.30s,0.997,you,False,False
pronunciation,47m 3.31s,47m 3.46s,0.997,know,False,False
punctuation,,,0.0,",",False,False
pronunciation,47m 3.47s,47m 3.80s,0.998,your,False,False
pronunciation,47m 3.81s,47m 5.07s,0.999,parents,False,False
pronunciation,47m 6.17s,47m 6.64s,0.979,will,False,False
pronunciation,47m 7.59s,47m 7.91s,0.999,get,False,False
pronunciation,47m 7.92s,47m 8.61s,0.997,upset,False,False
pronunciation,47m 10.31s,47m 10.64s,0.999,because,False,False
pronunciation,47m 10.65s,47m 11.09s,0.999,sometimes,False,False
pronunciation,47m 11.10s,47m 11.39s,0.999,people,False,False
pronunciation,47m 11.40s,47m 11.67s,0.999,feel,False,False
pronunciation,47m 11.68s,47m 12.05s,0.998,that,False,False
pronunciation,47m 12.27s,47m 12.56s,0.934,you,False,False
pronunciation,47m 12.57s,47m 12.82s,0.997,are,False,False
pronunciation,47m 12.83s,47m 13.46s,0.999,replacing,False,False
pronunciation,47m 13.47s,47m 13.91s,0.999,them,False,False
punctuation,,,0.0,",",False,False
pronunciation,47m 14.04s,47m 14.32s,0.999,you,False,False
pronunciation,47m 14.33s,47m 14.48s,0.97,are,False,False
pronunciation,47m 14.49s,47m 15.11s,0.999,not,False,False
pronunciation,47m 15.12s,47m 15.85s,0.999,spending,False,False
pronunciation,47m 15.86s,47m 16.21s,0.999,enough,False,False
pronunciation,47m 16.22s,47m 16.93s,0.999,time,False,False
pronunciation,47m 17.06s,47m 17.33s,0.999,with,False,False
pronunciation,47m 17.34s,47m 17.85s,0.999,them,False,False
pronunciation,47m 18.13s,47m 18.57s,0.999,to,False,False
pronunciation,47m 18.58s,47m 19.04s,0.999,spend,False,False
pronunciation,47m 19.05s,47m 19.77s,0.999,time,False,False
pronunciation,47m 21.07s,47m 21.44s,0.998,on,False,False
pronunciation,47m 21.45s,47m 21.91s,0.999,going,False,False
pronunciation,47m 21.92s,47m 22.06s,0.999,to,False,False
pronunciation,47m 22.07s,47m 22.10s,0.998,the,False,False
pronunciation,47m 22.11s,47m 22.86s,0.999,church,False,False
punctuation,,,0.0,.,False,False
pronunciation,47m 23.64s,47m 23.96s,0.996,That's,False,False
pronunciation,47m 23.97s,47m 24.62s,0.999,dangerous,False,False
pronunciation,47m 24.63s,47m 24.94s,0.997,because,False,False
pronunciation,47m 24.95s,47m 25.05s,0.998,it,False,False
pronunciation,47m 25.06s,47m 25.51s,0.999,can,False,False
pronunciation,47m 25.73s,47m 26.54s,0.999,have,False,False
pronunciation,47m 26.61s,47m 26.67s,0.364,AAA,False,False
pronunciation,47m 27.25s,47m 30.62s,0.996,reverse,False,False
punctuation,,,0.0,.,False,False
pronunciation,47m 31.67s,47m 32.01s,0.868,That's,False,False
pronunciation,47m 32.02s,47m 32.14s,0.999,the,False,False
pronunciation,47m 32.15s,47m 32.86s,0.999,word,False,False
pronunciation,47m 32.91s,47m 33.87s,0.996,effect,False,False
punctuation,,,0.0,.,False,False
pronunciation,47m 56.70s,47m 57.36s,0.896,Mhm,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,48m 30.97s,48m 31.24s,0.003,huh,False,False
punctuation,,,0.0,.,False,False
pronunciation,48m 31.25s,48m 32.78s,0.998,Perfectly,False,False
pronunciation,48m 32.79s,48m 33.45s,0.561,said,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,48m 37.56s,48m 37.99s,0.998,But,False,False
pronunciation,48m 38.00s,48m 38.21s,0.999,when,False,False
pronunciation,48m 38.22s,48m 39.07s,0.999,you,False,False
pronunciation,48m 40.01s,48m 40.60s,0.997,trust,False,False
pronunciation,48m 40.61s,48m 41.00s,0.998,him,False,False
punctuation,,,0.0,",",False,False
pronunciation,48m 41.99s,48m 42.44s,0.902,um,False,False
punctuation,,,0.0,",",False,False
pronunciation,48m 42.46s,48m 42.81s,0.995,and,False,False
punctuation,,,0.0,",",False,False
pronunciation,48m 42.82s,48m 43.03s,0.996,and,False,False
pronunciation,48m 43.04s,48m 43.96s,0.997,if,False,False
pronunciation,48m 44.21s,48m 44.47s,0.999,it,False,False
pronunciation,48m 44.48s,48m 45.22s,0.998,pleases,False,False
pronunciation,48m 45.23s,48m 45.77s,0.999,him,False,False
punctuation,,,0.0,",",False,False
pronunciation,48m 47.10s,48m 47.37s,0.997,you,False,False
pronunciation,48m 47.38s,48m 47.89s,0.997,know,False,False
punctuation,,,0.0,",",False,False
pronunciation,48m 47.90s,48m 48.65s,0.999,sometimes,False,False
pronunciation,48m 48.66s,48m 48.77s,0.999,we,False,False
pronunciation,48m 48.78s,48m 49.09s,0.999,make,False,False
pronunciation,48m 49.10s,48m 50.11s,0.952,planes,False,False
pronunciation,48m 50.12s,48m 50.85s,0.999,that,False,False
pronunciation,48m 50.86s,48m 51.37s,0.998,don't,False,False
pronunciation,48m 51.38s,48m 51.86s,0.999,please,False,False
pronunciation,48m 51.87s,48m 52.69s,0.999,God,False,False
pronunciation,48m 52.70s,48m 53.23s,0.999,and,False,False
pronunciation,48m 53.24s,48m 53.41s,0.999,they,False,False
pronunciation,48m 53.42s,48m 53.62s,0.997,don't,False,False
pronunciation,48m 53.63s,48m 54.18s,0.998,happen,False,False
pronunciation,48m 54.19s,48m 54.38s,0.997,and,False,False
pronunciation,48m 54.39s,48m 54.41s,0.996,we,False,False
pronunciation,48m 54.42s,48m 54.81s,0.996,think,False,False
punctuation,,,0.0,",",False,False
pronunciation,48m 54.82s,48m 54.85s,0.998,oh,False,False
pronunciation,48m 54.86s,48m 55.16s,0.998,my,False,False
pronunciation,48m 55.17s,48m 56.05s,0.997,gosh,False,False
punctuation,,,0.0,",",False,False
pronunciation,48m 56.33s,48m 57.45s,0.999,God,False,False
pronunciation,48m 57.98s,48m 59.17s,0.975,uh,False,False
pronunciation,48m 59.43s,48m 59.72s,0.996,is,False,False
pronunciation,48m 59.73s,49m 0.01s,0.999,not,False,False
pronunciation,49m 0.02s,49m 0.22s,0.999,with,False,False
pronunciation,49m 0.23s,49m 1.57s,0.999,me,False,False
punctuation,,,0.0,.,False,False
pronunciation,49m 1.66s,49m 2.37s,0.998,I,False,False
pronunciation,49m 2.38s,49m 2.85s,0.999,often,False,False
pronunciation,49m 2.86s,49m 3.23s,0.997,hear,False,False
pronunciation,49m 3.24s,49m 3.65s,0.998,that,False,False
punctuation,,,0.0,.,False,False
pronunciation,49m 3.66s,49m 3.86s,0.978,I'm,False,False
pronunciation,49m 3.87s,49m 4.17s,0.998,not,False,False
pronunciation,49m 4.18s,49m 4.54s,0.999,saying,False,False
pronunciation,49m 4.55s,49m 4.73s,0.997,that,False,False
pronunciation,49m 4.74s,49m 4.85s,0.999,I,False,False
pronunciation,49m 4.86s,49m 5.23s,0.998,don't,False,False
pronunciation,49m 5.62s,49m 6.03s,0.999,because,False,False
pronunciation,49m 6.04s,49m 6.05s,0.999,I,False,False
punctuation,,,0.0,.,False,False
pronunciation,49m 6.98s,49m 7.47s,0.997,I,False,False
pronunciation,49m 7.48s,49m 7.73s,0.997,am,False,False
pronunciation,49m 7.74s,49m 8.61s,0.996,naughty,False,False
punctuation,,,0.0,",",False,False
pronunciation,49m 9.01s,49m 9.24s,0.996,I'm,False,False
pronunciation,49m 9.25s,49m 9.71s,0.996,naughty,False,False
pronunciation,49m 9.72s,49m 10.64s,0.998,sometimes,False,False
pronunciation,49m 10.86s,49m 11.25s,0.978,when,False,False
punctuation,,,0.0,",",False,False
pronunciation,49m 11.26s,49m 11.54s,0.998,when,False,False
pronunciation,49m 11.55s,49m 11.98s,0.998,things,False,False
pronunciation,49m 11.99s,49m 12.16s,0.999,are,False,False
pronunciation,49m 12.17s,49m 12.51s,0.999,not,False,False
pronunciation,49m 12.52s,49m 12.63s,0.999,the,False,False
pronunciation,49m 12.64s,49m 12.87s,0.999,way,False,False
pronunciation,49m 12.88s,49m 13.01s,0.999,I,False,False
pronunciation,49m 13.02s,49m 13.79s,0.996,wanted,False,False
punctuation,,,0.0,",",False,False
pronunciation,49m 13.80s,49m 14.39s,0.997,the,False,False
pronunciation,49m 14.40s,49m 14.97s,0.998,way,False,False
pronunciation,49m 15.11s,49m 16.35s,0.999,I,False,False
pronunciation,49m 17.02s,49m 17.88s,0.367,blamed,False,False
pronunciation,49m 18.50s,49m 18.51s,0.986,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,49m 18.52s,49m 18.79s,0.997,I,False,False
pronunciation,49m 18.80s,49m 19.28s,0.694,wanna,False,False
pronunciation,49m 20.83s,49m 20.93s,0.997,of,False,False
pronunciation,49m 20.94s,49m 21.71s,0.998,everything,False,False
punctuation,,,0.0,.,False,False
pronunciation,49m 22.76s,49m 23.13s,0.998,then,False,False
pronunciation,49m 23.14s,49m 23.17s,0.999,I,False,False
pronunciation,49m 23.18s,49m 23.76s,0.999,think,False,False
punctuation,,,0.0,",",False,False
pronunciation,49m 23.77s,49m 23.79s,0.996,oh,False,False
pronunciation,49m 23.80s,49m 24.39s,0.988,God's,False,False
pronunciation,49m 24.40s,49m 24.81s,0.999,not,False,False
pronunciation,49m 24.82s,49m 25.05s,0.999,with,False,False
pronunciation,49m 25.06s,49m 25.59s,0.999,me,False,False
punctuation,,,0.0,",",False,False
pronunciation,49m 25.69s,49m 26.11s,0.999,but,False,False
pronunciation,49m 26.12s,49m 26.83s,0.999,actually,False,False
pronunciation,49m 26.84s,49m 27.06s,0.998,he,False,False
pronunciation,49m 27.07s,49m 27.43s,0.998,is,False,False
pronunciation,49m 27.44s,49m 27.80s,0.999,all,False,False
pronunciation,49m 27.81s,49m 27.92s,0.999,the,False,False
pronunciation,49m 27.93s,49m 28.43s,0.999,time,False,False
punctuation,,,0.0,.,False,False
pronunciation,49m 28.44s,49m 28.58s,0.999,He,False,False
pronunciation,49m 28.59s,49m 29.11s,0.999,just,False,False
pronunciation,49m 29.31s,49m 30.01s,0.997,didn't,False,False
punctuation,,,0.0,",",False,False
pronunciation,49m 30.09s,49m 30.11s,0.982,the,False,False
punctuation,,,0.0,",",False,False
pronunciation,49m 30.12s,49m 30.55s,0.997,the,False,False
pronunciation,49m 30.56s,49m 31.07s,0.978,planes,False,False
pronunciation,49m 31.08s,49m 31.33s,0.998,that,False,False
pronunciation,49m 31.34s,49m 31.35s,0.999,I,False,False
pronunciation,49m 31.36s,49m 31.91s,0.998,had,False,False
pronunciation,49m 31.92s,49m 32.75s,0.999,made,False,False
pronunciation,49m 32.76s,49m 33.35s,0.997,didn't,False,False
pronunciation,49m 33.36s,49m 33.95s,0.998,please,False,False
pronunciation,49m 33.96s,49m 34.67s,0.999,him,False,False
pronunciation,49m 34.81s,49m 35.26s,0.999,because,False,False
pronunciation,49m 35.27s,49m 35.47s,0.999,he,False,False
pronunciation,49m 35.48s,49m 35.83s,0.999,knows,False,False
pronunciation,49m 35.84s,49m 36.46s,0.997,everything,False,False
punctuation,,,0.0,.,False,False
pronunciation,49m 36.47s,49m 36.52s,0.8,He,False,False
pronunciation,49m 36.53s,49m 36.87s,0.997,knows,False,False
pronunciation,49m 36.88s,49m 37.16s,0.999,my,False,False
pronunciation,49m 37.17s,49m 38.03s,0.999,future,False,False
pronunciation,49m 38.43s,49m 38.84s,0.998,and,False,False
pronunciation,49m 38.85s,49m 39.06s,0.999,he,False,False
pronunciation,49m 39.07s,49m 39.37s,0.997,knows,False,False
pronunciation,49m 39.38s,49m 39.86s,0.996,if,False,False
pronunciation,49m 39.87s,49m 40.15s,0.999,that,False,False
pronunciation,49m 40.16s,49m 40.20s,0.739,would,False,False
pronunciation,49m 40.21s,49m 40.63s,0.999,be,False,False
pronunciation,49m 40.64s,49m 41.55s,0.998,really,False,False
pronunciation,49m 41.69s,49m 43.18s,0.999,productive,False,False
pronunciation,49m 43.44s,49m 44.08s,0.999,for,False,False
pronunciation,49m 44.09s,49m 44.26s,0.999,my,False,False
pronunciation,49m 44.27s,49m 45.69s,0.999,spirituality,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 3.13s,50m 3.46s,0.21,huh,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 5.30s,50m 5.84s,0.999,We,False,False
pronunciation,50m 5.85s,50m 6.00s,0.99,are,False,False
pronunciation,50m 6.01s,50m 6.73s,0.992,naughty,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 6.74s,50m 7.49s,0.996,We,False,False
pronunciation,50m 7.50s,50m 7.57s,0.81,are,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 7.58s,50m 7.93s,0.996,We,False,False
pronunciation,50m 7.94s,50m 8.65s,0.531,won't,False,False
pronunciation,50m 9.46s,50m 10.21s,0.999,everything,False,False
pronunciation,50m 10.22s,50m 10.52s,0.996,our,False,False
punctuation,,,0.0,",",False,False
pronunciation,50m 10.53s,50m 11.01s,0.997,our,False,False
pronunciation,50m 11.02s,50m 12.28s,0.997,way,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 13.39s,50m 14.73s,0.997,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,50m 16.00s,50m 16.62s,0.998,yeah,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,50m 17.75s,50m 18.16s,0.995,that's,False,False
pronunciation,50m 18.17s,50m 18.30s,0.97,it,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 18.31s,50m 19.44s,0.994,II,False,False
punctuation,,,0.0,",",False,False
pronunciation,50m 19.45s,50m 19.46s,0.996,I,False,False
pronunciation,50m 19.47s,50m 19.96s,0.999,like,False,False
pronunciation,50m 19.97s,50m 20.14s,0.999,to,False,False
pronunciation,50m 20.15s,50m 21.02s,0.999,reflect,False,False
pronunciation,50m 21.03s,50m 21.17s,0.997,on,False,False
pronunciation,50m 21.18s,50m 21.52s,0.999,those,False,False
pronunciation,50m 21.53s,50m 21.90s,0.999,things,False,False
pronunciation,50m 21.91s,50m 22.30s,0.999,because,False,False
pronunciation,50m 22.31s,50m 22.77s,0.999,sometimes,False,False
pronunciation,50m 22.78s,50m 22.79s,0.999,I,False,False
pronunciation,50m 22.80s,50m 23.78s,0.999,forget,False,False
pronunciation,50m 24.38s,50m 24.58s,0.999,the,False,False
pronunciation,50m 24.59s,50m 24.85s,0.999,way,False,False
pronunciation,50m 24.86s,50m 24.87s,0.999,I,False,False
pronunciation,50m 24.88s,50m 25.34s,0.999,am,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 25.91s,50m 25.92s,0.999,I,False,False
pronunciation,50m 25.93s,50m 26.50s,0.998,forget,False,False
pronunciation,50m 26.51s,50m 26.52s,0.999,I,False,False
pronunciation,50m 26.53s,50m 26.88s,0.999,have,False,False
pronunciation,50m 26.89s,50m 27.11s,0.85,these,False,False
pronunciation,50m 27.12s,50m 27.98s,0.996,flaws,False,False
pronunciation,50m 28.62s,50m 28.84s,0.996,and,False,False
pronunciation,50m 28.85s,50m 28.93s,0.542,I'm,False,False
pronunciation,50m 28.94s,50m 29.36s,0.779,not,False,False
punctuation,,,0.0,",",False,False
pronunciation,50m 29.38s,50m 29.55s,0.971,I'm,False,False
pronunciation,50m 29.56s,50m 29.73s,0.997,not,False,False
pronunciation,50m 29.74s,50m 30.52s,0.999,perfect,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 34.16s,50m 34.24s,0.997,I,False,False
pronunciation,50m 34.25s,50m 34.59s,0.902,forget,False,False
punctuation,,,0.0,",",False,False
pronunciation,50m 34.60s,50m 34.65s,0.998,I,False,False
pronunciation,50m 34.66s,50m 34.95s,0.999,know,False,False
pronunciation,50m 34.96s,50m 35.09s,0.996,I'm,False,False
pronunciation,50m 35.10s,50m 35.34s,0.999,not,False,False
pronunciation,50m 35.35s,50m 35.95s,0.999,perfect,False,False
pronunciation,50m 35.96s,50m 36.07s,0.999,but,False,False
pronunciation,50m 36.08s,50m 36.54s,0.999,sometimes,False,False
pronunciation,50m 36.55s,50m 36.56s,0.999,I,False,False
pronunciation,50m 36.57s,50m 37.25s,0.999,forget,False,False
pronunciation,50m 37.26s,50m 38.19s,0.999,where,False,False
pronunciation,50m 38.20s,50m 38.47s,0.719,I'm,False,False
pronunciation,50m 38.48s,50m 39.09s,0.999,making,False,False
pronunciation,50m 39.10s,50m 40.17s,0.999,mistakes,False,False
pronunciation,50m 40.73s,50m 40.76s,0.641,and,False,False
pronunciation,50m 40.81s,50m 41.89s,0.999,if,False,False
pronunciation,50m 41.90s,50m 42.17s,0.999,my,False,False
pronunciation,50m 42.18s,50m 43.29s,0.999,life,False,False
pronunciation,50m 43.30s,50m 43.69s,0.854,don't,False,False
punctuation,,,0.0,",",False,False
pronunciation,50m 43.70s,50m 44.19s,0.997,doesn't,False,False
punctuation,,,0.0,.,False,False
pronunciation,50m 46.74s,50m 46.75s,0.999,I,False,False
pronunciation,50m 46.76s,50m 47.05s,0.997,don't,False,False
pronunciation,50m 47.06s,50m 47.57s,0.999,understand,False,False
pronunciation,50m 47.58s,50m 48.13s,0.999,why,False,False
punctuation,,,0.0,.,False,False
pronunciation,51m 1.52s,51m 1.98s,0.901,Mhm,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,51m 19.39s,51m 19.72s,0.996,I'm,False,False
pronunciation,51m 19.79s,51m 19.80s,0.996,a,False,False
pronunciation,51m 19.81s,51m 20.22s,0.999,little,False,False
pronunciation,51m 20.23s,51m 20.36s,0.998,bit,False,False
pronunciation,51m 20.37s,51m 21.12s,0.997,afraid,False,False
pronunciation,51m 21.13s,51m 22.62s,0.997,of,False,False
pronunciation,51m 22.69s,51m 24.04s,0.996,consulting,False,False
pronunciation,51m 24.05s,51m 24.48s,0.999,God,False,False
pronunciation,51m 24.49s,51m 25.20s,0.999,first,False,False
punctuation,,,0.0,.,False,False
pronunciation,51m 25.21s,51m 25.40s,0.997,You,False,False
pronunciation,51m 25.41s,51m 25.79s,0.997,know,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 26.26s,51m 26.50s,0.998,I,False,False
pronunciation,51m 26.51s,51m 27.19s,0.998,know,False,False
pronunciation,51m 27.21s,51m 27.68s,0.985,it's,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 27.69s,51m 28.14s,0.996,it's,False,False
pronunciation,51m 28.15s,51m 29.42s,0.999,very,False,False
pronunciation,51m 29.82s,51m 30.95s,0.999,wrong,False,False
punctuation,,,0.0,.,False,False
pronunciation,51m 32.06s,51m 32.94s,0.998,But,False,False
pronunciation,51m 35.49s,51m 35.71s,0.997,the,False,False
pronunciation,51m 35.72s,51m 36.03s,0.998,thing,False,False
pronunciation,51m 36.04s,51m 36.55s,0.998,is,False,False
pronunciation,51m 36.56s,51m 37.39s,0.997,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 40.74s,51m 41.05s,0.999,yeah,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 41.06s,51m 41.82s,0.999,because,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 41.83s,51m 42.25s,0.993,um,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 44.71s,51m 44.89s,0.879,um,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 44.90s,51m 45.33s,0.999,because,False,False
pronunciation,51m 45.34s,51m 45.45s,0.996,I'm,False,False
pronunciation,51m 45.46s,51m 45.97s,0.988,naughty,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 45.98s,51m 45.99s,0.973,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,51m 46.00s,51m 46.73s,0.996,I,False,False
pronunciation,51m 46.74s,51m 47.15s,0.996,want,False,False
pronunciation,51m 47.16s,51m 47.39s,0.997,things,False,False
pronunciation,51m 47.40s,51m 47.48s,0.994,on,False,False
pronunciation,51m 47.49s,51m 47.65s,0.998,my,False,False
pronunciation,51m 47.66s,51m 48.09s,0.999,way,False,False
punctuation,,,0.0,.,False,False
pronunciation,51m 49.13s,51m 49.42s,0.996,I'm,False,False
pronunciation,51m 49.43s,51m 50.25s,0.999,afraid,False,False
pronunciation,51m 50.26s,51m 50.91s,0.999,that,False,False
pronunciation,51m 51.07s,51m 51.42s,0.999,I,False,False
pronunciation,51m 51.43s,51m 52.32s,0.998,pray,False,False
pronunciation,51m 52.77s,51m 53.05s,0.996,and,False,False
pronunciation,51m 53.06s,51m 53.77s,0.999,God,False,False
pronunciation,51m 54.85s,51m 55.20s,0.002,doesn't,False,False
pronunciation,51m 56.09s,51m 56.90s,0.969,answer,False,False
pronunciation,51m 56.91s,51m 57.78s,0.998,me,False,False
pronunciation,51m 58.02s,51m 58.25s,0.998,and,False,False
pronunciation,51m 58.26s,51m 58.91s,0.999,then,False,False
pronunciation,51m 58.92s,51m 58.98s,0.999,I,False,False
pronunciation,51m 58.99s,51m 59.58s,0.996,won't,False,False
pronunciation,51m 59.59s,51m 59.86s,0.999,know,False,False
pronunciation,51m 59.87s,52m 0.10s,0.999,what,False,False
pronunciation,52m 0.11s,52m 0.27s,0.999,to,False,False
pronunciation,52m 0.28s,52m 0.74s,0.999,do,False,False
punctuation,,,0.0,.,False,False
pronunciation,52m 1.20s,52m 1.21s,0.977,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 1.22s,52m 2.22s,0.997,I,False,False
pronunciation,52m 2.23s,52m 2.78s,0.998,will,False,False
pronunciation,52m 2.79s,52m 3.18s,0.999,not,False,False
pronunciation,52m 3.19s,52m 3.66s,0.999,know,False,False
pronunciation,52m 3.67s,52m 4.09s,0.999,if,False,False
pronunciation,52m 4.10s,52m 4.11s,0.999,I,False,False
pronunciation,52m 4.70s,52m 4.86s,0.999,with,False,False
pronunciation,52m 4.87s,52m 5.06s,0.999,my,False,False
pronunciation,52m 5.07s,52m 5.81s,0.996,plane,False,False
pronunciation,52m 6.18s,52m 6.94s,0.997,if,False,False
pronunciation,52m 7.84s,52m 8.74s,0.999,I,False,False
pronunciation,52m 10.84s,52m 11.27s,0.999,just,False,False
pronunciation,52m 11.28s,52m 11.67s,0.999,stay,False,False
pronunciation,52m 11.68s,52m 11.95s,0.997,where,False,False
pronunciation,52m 11.96s,52m 11.97s,0.999,I,False,False
pronunciation,52m 11.98s,52m 12.38s,0.997,am,False,False
punctuation,,,0.0,.,False,False
pronunciation,52m 13.35s,52m 13.95s,0.996,If,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 13.96s,52m 14.19s,0.996,yeah,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 14.20s,52m 14.67s,0.998,because,False,False
pronunciation,52m 14.68s,52m 14.77s,0.992,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 14.78s,52m 14.79s,0.996,I,False,False
pronunciation,52m 14.80s,52m 15.28s,0.996,don't,False,False
pronunciation,52m 15.29s,52m 15.35s,0.997,know,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 15.92s,52m 16.55s,0.999,God,False,False
pronunciation,52m 16.56s,52m 16.98s,0.997,didn't,False,False
pronunciation,52m 16.99s,52m 17.43s,0.999,answer,False,False
pronunciation,52m 17.44s,52m 18.20s,0.999,me,False,False
punctuation,,,0.0,.,False,False
pronunciation,52m 18.44s,52m 18.82s,0.998,Is,False,False
pronunciation,52m 18.83s,52m 18.99s,0.998,it,False,False
pronunciation,52m 19.00s,52m 20.34s,0.999,because,False,False
pronunciation,52m 20.61s,52m 20.91s,0.996,it's,False,False
pronunciation,52m 20.92s,52m 21.31s,0.999,not,False,False
pronunciation,52m 21.32s,52m 22.26s,0.999,his,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 23.13s,52m 23.28s,0.865,uh,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 23.29s,52m 23.87s,0.999,what,False,False
pronunciation,52m 23.88s,52m 24.00s,0.999,is,False,False
pronunciation,52m 24.01s,52m 24.11s,0.997,the,False,False
pronunciation,52m 24.12s,52m 24.68s,0.998,word,False,False
punctuation,,,0.0,?,False,False
pronunciation,52m 26.13s,52m 26.46s,0.999,His,False,False
pronunciation,52m 26.47s,52m 27.17s,0.999,will,False,False
punctuation,,,0.0,?,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 29.06s,52m 29.08s,0.998,it,False,False
pronunciation,52m 29.09s,52m 29.74s,0.997,is,False,False
pronunciation,52m 29.75s,52m 30.49s,0.999,because,False,False
pronunciation,52m 30.50s,52m 31.17s,0.996,he,False,False
pronunciation,52m 31.53s,52m 32.21s,0.997,just,False,False
pronunciation,52m 32.22s,52m 32.83s,0.996,doesn't,False,False
pronunciation,52m 32.84s,52m 33.45s,0.999,need,False,False
pronunciation,52m 33.46s,52m 33.69s,0.999,to,False,False
pronunciation,52m 33.70s,52m 34.55s,0.999,confirm,False,False
pronunciation,52m 34.56s,52m 35.35s,0.998,because,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 36.28s,52m 36.30s,0.821,uh,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 36.31s,52m 36.78s,0.994,it's,False,False
pronunciation,52m 36.79s,52m 37.41s,0.999,something,False,False
pronunciation,52m 37.42s,52m 37.66s,0.997,that,False,False
pronunciation,52m 37.67s,52m 38.21s,0.999,I,False,False
pronunciation,52m 38.55s,52m 39.26s,0.999,can,False,False
pronunciation,52m 39.27s,52m 40.31s,0.998,decide,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 41.60s,52m 41.83s,0.998,you,False,False
pronunciation,52m 41.84s,52m 42.19s,0.998,know,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 42.20s,52m 42.28s,0.999,I,False,False
pronunciation,52m 42.29s,52m 42.70s,0.996,don't,False,False
pronunciation,52m 42.71s,52m 42.74s,0.997,know,False,False
pronunciation,52m 42.75s,52m 43.27s,0.999,how,False,False
pronunciation,52m 43.28s,52m 44.27s,0.999,to,False,False
pronunciation,52m 44.28s,52m 45.67s,0.999,separate,False,False
pronunciation,52m 45.68s,52m 46.29s,0.999,those,False,False
pronunciation,52m 46.30s,52m 46.89s,0.999,things,False,False
pronunciation,52m 51.69s,52m 52.42s,0.997,because,False,False
pronunciation,52m 52.43s,52m 52.63s,0.996,it,False,False
punctuation,,,0.0,",",False,False
pronunciation,52m 52.64s,52m 52.87s,0.996,it,False,False
pronunciation,52m 52.88s,52m 53.82s,0.996,varies,False,False
punctuation,,,0.0,.,False,False
pronunciation,52m 53.96s,52m 54.13s,0.998,It,False,False
pronunciation,52m 54.14s,52m 54.53s,0.999,depends,False,False
pronunciation,52m 54.54s,52m 54.70s,0.999,on,False,False
pronunciation,52m 54.71s,52m 54.81s,0.999,the,False,False
pronunciation,52m 54.82s,52m 55.98s,0.999,context,False,False
punctuation,,,0.0,.,False,False
pronunciation,52m 56.28s,52m 56.51s,0.996,It's,False,False
pronunciation,52m 56.52s,52m 56.83s,0.996,not,False,False
pronunciation,52m 56.84s,52m 57.69s,0.998,simple,False,False
pronunciation,52m 57.70s,52m 57.90s,0.999,to,False,False
